,matchday,date,home_team,final_result,away_team,home_goals,away_goals,winner
1296,24,1968-03-02,Eintracht Braunschweig,3-0,MSV Duisburg,3,0,0
1297,24,1968-03-02,VfB Stuttgart,0-3,Werder Bremen,0,3,2
1298,24,1968-03-02,1. FC Köln,4-0,Karlsruher SC,4,0,0
1299,24,1968-03-02,FC Schalke 04,2-1,1. FC Kaiserslautern,2,1,0
1300,24,1968-03-02,Borussia Neunkirchen,3-2,Borussia Dortmund,3,2,0
1301,24,1968-03-02,Bor. Mönchengladbach,3-0,Alemannia Aachen,3,0,0
1302,24,1968-03-02,Eintracht Frankfurt,3-0,Hannover 96,3,0,0
1303,24,1968-03-02,TSV 1860 München,1-2,1. FC Nürnberg,1,2,2
1304,24,1968-03-02,Hamburger SV,2-1,Bayern München,2,1,0
1305,25,1968-03-09,Bayern München,3-0,Eintracht Frankfurt,3,0,0
1306,25,1968-03-09,Hannover 96,1-1,Bor. Mönchengladbach,1,1,1
1307,25,1968-03-09,MSV Duisburg,2-1,TSV 1860 München,2,1,0
1308,25,1968-03-09,1. FC Kaiserslautern,2-0,VfB Stuttgart,2,0,0
1309,25,1968-03-09,Karlsruher SC,5-1,Borussia Neunkirchen,5,1,0
1310,25,1968-03-09,Werder Bremen,3-1,1. FC Köln,3,1,0
1311,25,1968-03-09,Alemannia Aachen,2-1,Eintracht Braunschweig,2,1,0
1312,25,1968-03-09,1. FC Nürnberg,2-3,FC Schalke 04,2,3,2
1313,25,1968-03-09,Borussia Dortmund,2-2,Hamburger SV,2,2,1
1314,26,1968-03-16,TSV 1860 München,6-0,Alemannia Aachen,6,0,0
1315,26,1968-03-16,FC Schalke 04,0-3,MSV Duisburg,0,3,2
1316,26,1968-03-16,Eintracht Braunschweig,0-1,Hannover 96,0,1,2
1317,26,1968-03-16,Werder Bremen,2-1,1. FC Kaiserslautern,2,1,0
1318,26,1968-03-16,Hamburger SV,0-0,Karlsruher SC,0,0,1
1319,26,1968-03-16,VfB Stuttgart,1-1,1. FC Nürnberg,1,1,1
1320,26,1968-03-16,1. FC Köln,2-1,Borussia Neunkirchen,2,1,0
1321,26,1968-03-16,Bor. Mönchengladbach,1-1,Bayern München,1,1,1
1322,26,1968-03-16,Eintracht Frankfurt,4-1,Borussia Dortmund,4,1,0
1323,27,1968-03-23,Karlsruher SC,0-1,Eintracht Frankfurt,0,1,2
1324,27,1968-03-23,Alemannia Aachen,2-1,FC Schalke 04,2,1,0
1325,27,1968-03-23,MSV Duisburg,3-3,VfB Stuttgart,3,3,1
1326,27,1968-03-23,Bayern München,3-0,Eintracht Braunschweig,3,0,0
1327,27,1968-03-23,Borussia Neunkirchen,0-3,Hamburger SV,0,3,2
1328,27,1968-03-23,1. FC Kaiserslautern,2-1,1. FC Köln,2,1,0
1329,27,1968-03-23,Hannover 96,1-2,TSV 1860 München,1,2,2
1330,27,1968-03-23,1. FC Nürnberg,0-0,Werder Bremen,0,0,1
1331,27,1968-03-23,Borussia Dortmund,3-1,Bor. Mönchengladbach,3,1,0
1332,28,1968-03-30,FC Schalke 04,1-1,Hannover 96,1,1,1
1333,28,1968-03-30,Bor. Mönchengladbach,0-0,Karlsruher SC,0,0,1
1334,28,1968-03-30,Eintracht Braunschweig,2-0,Borussia Dortmund,2,0,0
1335,28,1968-03-30,1. FC Köln,2-1,Hamburger SV,2,1,0
1336,28,1968-03-30,Eintracht Frankfurt,4-1,Borussia Neunkirchen,4,1,0
1337,28,1968-03-30,VfB Stuttgart,4-1,Alemannia Aachen,4,1,0
1338,28,1968-03-30,TSV 1860 München,3-2,Bayern München,3,2,0
1339,28,1968-03-30,Werder Bremen,3-3,MSV Duisburg,3,3,1
1340,28,1968-03-30,1. FC Kaiserslautern,1-0,1. FC Nürnberg,1,0,0
1341,21,1968-04-02,Bayern München,2-0,Borussia Dortmund,2,0,0
1342,18,1968-04-03,Eintracht Frankfurt,4-0,VfB Stuttgart,4,0,0
1343,18,1968-04-03,Eintracht Braunschweig,0-1,TSV 1860 München,0,1,2
1344,29,1968-04-05,Alemannia Aachen,1-1,Werder Bremen,1,1,1
1345,29,1968-04-06,Hannover 96,2-1,VfB Stuttgart,2,1,0
1346,29,1968-04-06,Karlsruher SC,1-2,Eintracht Braunschweig,1,2,2
1347,29,1968-04-06,Borussia Neunkirchen,0-3,Bor. Mönchengladbach,0,3,2
1348,29,1968-04-06,MSV Duisburg,7-0,1. FC Kaiserslautern,7,0,0
1349,29,1968-04-06,Borussia Dortmund,0-0,TSV 1860 München,0,0,1
1350,29,1968-04-06,Hamburger SV,0-1,Eintracht Frankfurt,0,1,2
1351,29,1968-04-06,1. FC Nürnberg,2-1,1. FC Köln,2,1,0
1352,29,1968-04-06,Bayern München,2-0,FC Schalke 04,2,0,0
1353,30,1968-04-20,Eintracht Braunschweig,4-2,Borussia Neunkirchen,4,2,0
1354,30,1968-04-20,FC Schalke 04,1-0,Borussia Dortmund,1,0,0
1355,30,1968-04-20,TSV 1860 München,3-0,Karlsruher SC,3,0,0
1356,30,1968-04-20,1. FC Köln,5-1,Eintracht Frankfurt,5,1,0
1357,30,1968-04-20,1. FC Kaiserslautern,1-0,Alemannia Aachen,1,0,0
1358,30,1968-04-20,1. FC Nürnberg,4-1,MSV Duisburg,4,1,0
1359,30,1968-04-20,Bor. Mönchengladbach,4-1,Hamburger SV,4,1,0
1360,30,1968-04-20,Werder Bremen,1-0,Hannover 96,1,0,0
1361,30,1968-04-20,VfB Stuttgart,3-0,Bayern München,3,0,0
1362,31,1968-04-26,MSV Duisburg,3-2,1. FC Köln,3,2,0
1363,31,1968-04-27,Hamburger SV,0-0,Eintracht Braunschweig,0,0,1
1364,31,1968-04-27,Alemannia Aachen,2-0,1. FC Nürnberg,2,0,0
1365,31,1968-04-27,Eintracht Frankfurt,3-1,Bor. Mönchengladbach,3,1,0
1366,31,1968-04-27,Borussia Neunkirchen,1-0,TSV 1860 München,1,0,0
1367,31,1968-04-27,Borussia Dortmund,2-1,VfB Stuttgart,2,1,0
1368,31,1968-04-27,Hannover 96,2-0,1. FC Kaiserslautern,2,0,0
1369,31,1968-04-27,Bayern München,2-3,Werder Bremen,2,3,2
1370,31,1968-04-27,Karlsruher SC,1-0,FC Schalke 04,1,0,0
1371,32,1968-05-11,TSV 1860 München,0-1,Hamburger SV,0,1,2
1372,32,1968-05-11,FC Schalke 04,2-0,Borussia Neunkirchen,2,0,0
1373,32,1968-05-11,Werder Bremen,2-1,Borussia Dortmund,2,1,0
1374,32,1968-05-11,VfB Stuttgart,3-2,Karlsruher SC,3,2,0
1375,32,1968-05-11,Eintracht Braunschweig,0-0,Eintracht Frankfurt,0,0,1
1376,32,1968-05-11,Alemannia Aachen,4-4,MSV Duisburg,4,4,1
1377,32,1968-05-11,Bor. Mönchengladbach,1-0,1. FC Köln,1,0,0
1378,32,1968-05-11,1. FC Nürnberg,2-1,Hannover 96,2,1,0
1379,32,1968-05-11,1. FC Kaiserslautern,2-2,Bayern München,2,2,1
1380,33,1968-05-18,Borussia Neunkirchen,0-5,VfB Stuttgart,0,5,2
1381,33,1968-05-18,Karlsruher SC,1-2,Werder Bremen,1,2,2
1382,33,1968-05-18,1. FC Köln,3-1,Alemannia Aachen,3,1,0
1383,33,1968-05-18,Hannover 96,2-2,MSV Duisburg,2,2,1
1384,33,1968-05-18,Bayern München,0-2,1. FC Nürnberg,0,2,2
1385,33,1968-05-18,Eintracht Frankfurt,2-1,TSV 1860 München,2,1,0
1386,33,1968-05-18,Bor. Mönchengladbach,2-0,Eintracht Braunschweig,2,0,0
1387,33,1968-05-18,Hamburger SV,1-1,FC Schalke 04,1,1,1
1388,33,1968-05-18,Borussia Dortmund,4-0,1. FC Kaiserslautern,4,0,0
1389,34,1968-05-25,FC Schalke 04,0-0,Eintracht Frankfurt,0,0,1
1390,34,1968-05-25,MSV Duisburg,3-3,Bayern München,3,3,1
1391,34,1968-05-25,TSV 1860 München,0-0,Bor. Mönchengladbach,0,0,1
1392,34,1968-05-25,1. FC Nürnberg,2-1,Borussia Dortmund,2,1,0
1393,34,1968-05-25,Eintracht Braunschweig,1-2,1. FC Köln,1,2,2
1394,34,1968-05-25,Werder Bremen,2-1,Borussia Neunkirchen,2,1,0
1395,34,1968-05-25,Alemannia Aachen,2-2,Hannover 96,2,2,1
1396,34,1968-05-25,1. FC Kaiserslautern,1-1,Karlsruher SC,1,1,1
1397,34,1968-05-28,VfB Stuttgart,4-1,Hamburger SV,4,1,0
1398,1,1968-08-17,Eintracht Frankfurt,2-0,Hertha BSC,2,0,0
1399,1,1968-08-17,MSV Duisburg,1-0,FC Schalke 04,1,0,0
1400,1,1968-08-17,Borussia Dortmund,1-3,Bor. Mönchengladbach,1,3,2
1401,1,1968-08-17,Bayern München,2-0,1. FC Kaiserslautern,2,0,0
1402,1,1968-08-17,Eintracht Braunschweig,1-0,Hamburger SV,1,0,0
1403,1,1968-08-17,Werder Bremen,3-2,Hannover 96,3,2,0
1404,1,1968-08-17,VfB Stuttgart,1-1,TSV 1860 München,1,1,1
1405,1,1968-08-17,1. FC Nürnberg,1-4,Alemannia Aachen,1,4,2
1406,1,1968-08-17,1. FC Köln,2-1,Kickers Offenbach,2,1,0
1407,2,1968-08-24,FC Schalke 04,0-2,Eintracht Braunschweig,0,2,2
1408,2,1968-08-24,TSV 1860 München,0-3,Bayern München,0,3,2
1409,2,1968-08-24,1. FC Kaiserslautern,1-0,Werder Bremen,1,0,0
1410,2,1968-08-24,Alemannia Aachen,4-2,Eintracht Frankfurt,4,2,0
1411,2,1968-08-24,Hannover 96,1-1,Borussia Dortmund,1,1,1
1412,2,1968-08-24,Kickers Offenbach,2-1,1. FC Nürnberg,2,1,0
1413,2,1968-08-24,Bor. Mönchengladbach,2-1,1. FC Köln,2,1,0
1414,2,1968-08-24,Hertha BSC,1-1,MSV Duisburg,1,1,1
1415,2,1968-08-24,Hamburger SV,2-1,VfB Stuttgart,2,1,0
1416,3,1968-08-31,Bayern München,5-1,Hamburger SV,5,1,0
1417,3,1968-08-31,Eintracht Braunschweig,3-3,Hertha BSC,3,3,1
1418,3,1968-08-31,1. FC Nürnberg,4-0,Bor. Mönchengladbach,4,0,0
1419,3,1968-08-31,Kickers Offenbach,1-1,Alemannia Aachen,1,1,1
1420,3,1968-08-31,VfB Stuttgart,1-1,FC Schalke 04,1,1,1
1421,3,1968-08-31,MSV Duisburg,1-1,Eintracht Frankfurt,1,1,1
1422,3,1968-08-31,1. FC Köln,1-0,Hannover 96,1,0,0
1423,4,1968-09-04,Hamburger SV,5-2,Werder Bremen,5,2,0
1424,4,1968-09-04,Eintracht Frankfurt,0-1,Eintracht Braunschweig,0,1,2
1425,4,1968-09-04,Hertha BSC,0-1,VfB Stuttgart,0,1,2
1426,4,1968-09-04,Bor. Mönchengladbach,4-1,Kickers Offenbach,4,1,0
1427,4,1968-09-04,Alemannia Aachen,4-0,MSV Duisburg,4,0,0
1428,4,1968-09-04,Hannover 96,2-2,1. FC Nürnberg,2,2,1
1429,4,1968-09-04,FC Schalke 04,1-2,Bayern München,1,2,2
1430,4,1968-09-04,TSV 1860 München,2-1,Borussia Dortmund,2,1,0
1431,4,1968-09-04,1. FC Kaiserslautern,4-0,1. FC Köln,4,0,0
1432,5,1968-09-07,Bor. Mönchengladbach,2-2,Alemannia Aachen,2,2,1
1433,5,1968-09-07,Borussia Dortmund,3-1,Hamburger SV,3,1,0
1434,5,1968-09-07,VfB Stuttgart,2-0,Eintracht Frankfurt,2,0,0
1435,5,1968-09-07,Kickers Offenbach,1-1,Hannover 96,1,1,1
1436,5,1968-09-07,1. FC Nürnberg,1-0,1. FC Kaiserslautern,1,0,0
1437,5,1968-09-07,Werder Bremen,1-3,FC Schalke 04,1,3,2
1438,5,1968-09-07,Eintracht Braunschweig,0-0,MSV Duisburg,0,0,1
1439,5,1968-09-07,1. FC Köln,0-0,TSV 1860 München,0,0,1
1440,5,1968-09-07,Bayern München,3-0,Hertha BSC,3,0,0
1441,6,1968-09-13,MSV Duisburg,2-0,VfB Stuttgart,2,0,0
1442,6,1968-09-14,Hannover 96,2-3,Bor. Mönchengladbach,2,3,2
1443,6,1968-09-14,1. FC Kaiserslautern,2-1,Kickers Offenbach,2,1,0
1444,6,1968-09-14,FC Schalke 04,4-1,Borussia Dortmund,4,1,0
1445,6,1968-09-14,Hamburger SV,3-1,1. FC Köln,3,1,0
1446,6,1968-09-14,Alemannia Aachen,1-4,Eintracht Braunschweig,1,4,2
1447,6,1968-09-14,TSV 1860 München,2-0,1. FC Nürnberg,2,0,0
1448,6,1968-09-14,Hertha BSC,1-0,Werder Bremen,1,0,0
1449,6,1968-09-14,Eintracht Frankfurt,1-1,Bayern München,1,1,1
1450,3,1968-09-17,Borussia Dortmund,2-3,1. FC Kaiserslautern,2,3,2
1451,3,1968-09-17,Werder Bremen,4-1,TSV 1860 München,4,1,0
1452,7,1968-09-20,Kickers Offenbach,2-3,TSV 1860 München,2,3,2
1453,7,1968-09-21,1. FC Nürnberg,0-0,Hamburger SV,0,0,1
1454,7,1968-09-21,Hannover 96,5-2,Alemannia Aachen,5,2,0
1455,7,1968-09-21,VfB Stuttgart,2-2,Eintracht Braunschweig,2,2,1
1456,7,1968-09-21,1. FC Köln,2-0,FC Schalke 04,2,0,0
1457,7,1968-09-21,Werder Bremen,0-1,Eintracht Frankfurt,0,1,2
1458,7,1968-09-21,Borussia Dortmund,2-2,Hertha BSC,2,2,1
1459,7,1968-09-21,Bor. Mönchengladbach,4-0,1. FC Kaiserslautern,4,0,0
1460,7,1968-09-21,Bayern München,2-2,MSV Duisburg,2,2,1
1461,8,1968-09-28,TSV 1860 München,0-4,Bor. Mönchengladbach,0,4,2
1462,8,1968-09-28,Eintracht Braunschweig,2-3,Bayern München,2,3,2
1463,8,1968-09-28,MSV Duisburg,2-0,Werder Bremen,2,0,0
1464,8,1968-09-28,FC Schalke 04,4-1,1. FC Nürnberg,4,1,0
1465,8,1968-09-28,Hertha BSC,2-1,1. FC Köln,2,1,0
1466,8,1968-09-28,Alemannia Aachen,1-3,VfB Stuttgart,1,3,2
1467,8,1968-09-28,Eintracht Frankfurt,1-1,Borussia Dortmund,1,1,1
1468,8,1968-09-28,Hamburger SV,3-0,Kickers Offenbach,3,0,0
1469,8,1968-09-28,1. FC Kaiserslautern,0-0,Hannover 96,0,0,1
1470,9,1968-10-05,Bayern München,2-0,VfB Stuttgart,2,0,0
1471,9,1968-10-05,Hannover 96,3-2,TSV 1860 München,3,2,0
1472,9,1968-10-05,Werder Bremen,2-1,Eintracht Braunschweig,2,1,0
1473,9,1968-10-05,Bor. Mönchengladbach,1-2,Hamburger SV,1,2,2
1474,9,1968-10-05,Borussia Dortmund,2-1,MSV Duisburg,2,1,0
1475,9,1968-10-05,Kickers Offenbach,1-0,FC Schalke 04,1,0,0
1476,9,1968-10-05,1. FC Nürnberg,3-0,Hertha BSC,3,0,0
1477,9,1968-10-05,1. FC Köln,2-1,Eintracht Frankfurt,2,1,0
1478,9,1968-10-05,1. FC Kaiserslautern,2-1,Alemannia Aachen,2,1,0
1479,10,1968-10-19,Hamburger SV,1-4,Hannover 96,1,4,2
1480,10,1968-10-19,VfB Stuttgart,2-2,Werder Bremen,2,2,1
1481,10,1968-10-19,Eintracht Braunschweig,4-3,Borussia Dortmund,4,3,0
1482,10,1968-10-19,FC Schalke 04,1-1,Bor. Mönchengladbach,1,1,1
1483,10,1968-10-19,Eintracht Frankfurt,3-0,1. FC Nürnberg,3,0,0
1484,10,1968-10-19,Hertha BSC,1-0,Kickers Offenbach,1,0,0
1485,10,1968-10-19,TSV 1860 München,1-0,1. FC Kaiserslautern,1,0,0
1486,10,1968-10-19,Alemannia Aachen,2-4,Bayern München,2,4,2
1487,10,1968-10-19,MSV Duisburg,0-0,1. FC Köln,0,0,1
1488,11,1968-10-26,Kickers Offenbach,4-2,Eintracht Frankfurt,4,2,0
1489,11,1968-10-26,Hannover 96,1-0,FC Schalke 04,1,0,0
1490,11,1968-10-26,1. FC Kaiserslautern,0-1,Hamburger SV,0,1,2
1491,11,1968-10-26,TSV 1860 München,0-0,Alemannia Aachen,0,0,1
1492,11,1968-10-26,1. FC Köln,2-0,Eintracht Braunschweig,2,0,0
1493,11,1968-10-26,1. FC Nürnberg,1-1,MSV Duisburg,1,1,1
1494,11,1968-10-26,Bor. Mönchengladbach,0-1,Hertha BSC,0,1,2
1495,11,1968-10-26,Werder Bremen,1-0,Bayern München,1,0,0
1496,11,1968-10-26,Borussia Dortmund,1-0,VfB Stuttgart,1,0,0
1497,12,1968-10-30,Hamburger SV,2-0,TSV 1860 München,2,0,0
1498,12,1968-10-30,MSV Duisburg,2-1,Kickers Offenbach,2,1,0
1499,12,1968-10-30,Eintracht Frankfurt,1-1,Bor. Mönchengladbach,1,1,1
1500,12,1968-10-30,VfB Stuttgart,6-1,1. FC Köln,6,1,0
1501,12,1968-10-30,Hertha BSC,2-1,Hannover 96,2,1,0
1502,12,1968-10-30,Bayern München,4-1,Borussia Dortmund,4,1,0
1503,12,1968-10-30,FC Schalke 04,1-0,1. FC Kaiserslautern,1,0,0
1504,12,1968-10-30,Eintracht Braunschweig,0-2,1. FC Nürnberg,0,2,2
1505,12,1968-10-30,Alemannia Aachen,2-1,Werder Bremen,2,1,0
1506,13,1968-11-02,Hannover 96,1-2,Eintracht Frankfurt,1,2,2
1507,13,1968-11-02,1. FC Köln,1-1,Bayern München,1,1,1
1508,13,1968-11-02,TSV 1860 München,3-1,FC Schalke 04,3,1,0
1509,13,1968-11-02,Bor. Mönchengladbach,1-0,MSV Duisburg,1,0,0
1510,13,1968-11-02,1. FC Nürnberg,1-1,VfB Stuttgart,1,1,1
1511,13,1968-11-02,Kickers Offenbach,0-1,Eintracht Braunschweig,0,1,2
1512,13,1968-11-02,Hamburger SV,3-0,Alemannia Aachen,3,0,0
1513,13,1968-11-02,1. FC Kaiserslautern,1-0,Hertha BSC,1,0,0
1514,13,1968-11-02,Borussia Dortmund,3-2,Werder Bremen,3,2,0
1515,14,1968-11-09,Hertha BSC,1-2,TSV 1860 München,1,2,2
1516,14,1968-11-09,Eintracht Frankfurt,2-2,1. FC Kaiserslautern,2,2,1
1517,14,1968-11-09,Alemannia Aachen,0-1,Borussia Dortmund,0,1,2
1518,14,1968-11-09,VfB Stuttgart,1-0,Kickers Offenbach,1,0,0
1519,14,1968-11-09,Werder Bremen,3-1,1. FC Köln,3,1,0
1520,14,1968-11-09,Eintracht Braunschweig,0-0,Bor. Mönchengladbach,0,0,1
1521,14,1968-11-09,FC Schalke 04,2-3,Hamburger SV,2,3,2
1522,14,1968-11-09,MSV Duisburg,0-0,Hannover 96,0,0,1
1523,14,1968-11-12,Bayern München,3-0,1. FC Nürnberg,3,0,0
1524,15,1968-11-16,Hamburger SV,0-0,Hertha BSC,0,0,1
1525,15,1968-11-16,1. FC Nürnberg,1-1,Werder Bremen,1,1,1
1526,15,1968-11-16,Alemannia Aachen,4-1,FC Schalke 04,4,1,0
1527,15,1968-11-16,Borussia Dortmund,1-1,1. FC Köln,1,1,1
1528,15,1968-11-16,TSV 1860 München,1-0,Eintracht Frankfurt,1,0,0
1529,15,1968-11-16,Bor. Mönchengladbach,4-4,VfB Stuttgart,4,4,1
1530,15,1968-11-16,1. FC Kaiserslautern,3-0,MSV Duisburg,3,0,0
1531,15,1968-11-16,Kickers Offenbach,0-0,Bayern München,0,0,1
1532,15,1968-11-16,Hannover 96,1-1,Eintracht Braunschweig,1,1,1
1533,16,1968-11-29,Werder Bremen,2-0,Kickers Offenbach,2,0,0
1534,16,1968-11-30,1. FC Köln,1-2,Alemannia Aachen,1,2,2
1535,16,1968-11-30,Eintracht Braunschweig,3-0,1. FC Kaiserslautern,3,0,0
1536,16,1968-11-30,Eintracht Frankfurt,2-2,Hamburger SV,2,2,1
1537,16,1968-11-30,MSV Duisburg,3-4,TSV 1860 München,3,4,2
1538,16,1968-11-30,Bayern München,0-0,Bor. Mönchengladbach,0,0,1
1539,16,1968-11-30,Hertha BSC,1-0,FC Schalke 04,1,0,0
1540,16,1968-11-30,Borussia Dortmund,3-1,1. FC Nürnberg,3,1,0
1541,16,1968-11-30,VfB Stuttgart,1-0,Hannover 96,1,0,0
1542,17,1968-12-06,Bor. Mönchengladbach,1-1,Werder Bremen,1,1,1
1543,17,1968-12-07,Alemannia Aachen,0-0,Hertha BSC,0,0,1
1544,17,1968-12-07,TSV 1860 München,0-1,Eintracht Braunschweig,0,1,2
1545,17,1968-12-07,Kickers Offenbach,4-3,Borussia Dortmund,4,3,0
1546,17,1968-12-07,FC Schalke 04,2-0,Eintracht Frankfurt,2,0,0
1547,17,1968-12-07,Hannover 96,1-0,Bayern München,1,0,0
1548,17,1968-12-07,Hamburger SV,1-2,MSV Duisburg,1,2,2
1549,17,1968-12-07,1. FC Nürnberg,0-1,1. FC Köln,0,1,2
1550,17,1968-12-07,1. FC Kaiserslautern,1-3,VfB Stuttgart,1,3,2
1551,18,1969-01-11,Alemannia Aachen,4-2,1. FC Nürnberg,4,2,0
1552,18,1969-01-11,Hannover 96,1-0,Werder Bremen,1,0,0
1553,18,1969-01-11,Hamburger SV,0-0,Eintracht Braunschweig,0,0,1
1554,18,1969-01-11,Kickers Offenbach,3-1,1. FC Köln,3,1,0
1555,18,1969-01-11,FC Schalke 04,1-0,MSV Duisburg,1,0,0
1556,18,1969-01-11,1. FC Kaiserslautern,3-1,Bayern München,3,1,0
1557,18,1969-01-11,TSV 1860 München,3-1,VfB Stuttgart,3,1,0
1558,18,1969-01-11,Bor. Mönchengladbach,1-0,Borussia Dortmund,1,0,0
1559,19,1969-01-18,Eintracht Frankfurt,0-1,Alemannia Aachen,0,1,2
1560,19,1969-01-18,MSV Duisburg,2-1,Hertha BSC,2,1,0
1561,19,1969-01-18,1. FC Köln,1-4,Bor. Mönchengladbach,1,4,2
1562,19,1969-01-18,1. FC Nürnberg,2-2,Kickers Offenbach,2,2,1
1563,19,1969-01-18,Eintracht Braunschweig,3-0,FC Schalke 04,3,0,0
1564,19,1969-01-18,Borussia Dortmund,1-1,Hannover 96,1,1,1
1565,19,1969-01-18,VfB Stuttgart,3-0,Hamburger SV,3,0,0
1566,19,1969-01-18,Werder Bremen,2-1,1. FC Kaiserslautern,2,1,0
1567,19,1969-01-18,Bayern München,0-2,TSV 1860 München,0,2,2
1568,20,1969-01-25,TSV 1860 München,4-3,Werder Bremen,4,3,0
1569,20,1969-01-25,Alemannia Aachen,1-2,Kickers Offenbach,1,2,2
1570,20,1969-01-25,Hannover 96,3-0,1. FC Köln,3,0,0
1571,20,1969-01-25,Bor. Mönchengladbach,1-1,1. FC Nürnberg,1,1,1
1572,20,1969-01-25,FC Schalke 04,1-1,VfB Stuttgart,1,1,1
1573,20,1969-01-25,Hamburger SV,2-2,Bayern München,2,2,1
1574,20,1969-01-25,Eintracht Frankfurt,2-1,MSV Duisburg,2,1,0
1575,20,1969-01-25,1. FC Kaiserslautern,1-2,Borussia Dortmund,1,2,2
1576,21,1969-01-31,Borussia Dortmund,2-0,TSV 1860 München,2,0,0
1577,21,1969-02-01,MSV Duisburg,1-1,Alemannia Aachen,1,1,1
1578,21,1969-02-01,Eintracht Braunschweig,1-0,Eintracht Frankfurt,1,0,0
1579,21,1969-02-01,VfB Stuttgart,4-2,Hertha BSC,4,2,0
1580,21,1969-02-01,1. FC Köln,2-1,1. FC Kaiserslautern,2,1,0
1581,21,1969-02-01,Kickers Offenbach,1-0,Bor. Mönchengladbach,1,0,0
1582,21,1969-02-01,1. FC Nürnberg,1-2,Hannover 96,1,2,2
1583,21,1969-02-01,Bayern München,0-0,FC Schalke 04,0,0,1
1584,21,1969-02-01,Werder Bremen,1-1,Hamburger SV,1,1,1
1585,22,1969-02-08,Alemannia Aachen,2-1,Bor. Mönchengladbach,2,1,0
1586,22,1969-02-08,Eintracht Frankfurt,3-0,VfB Stuttgart,3,0,0
1587,22,1969-02-08,Hamburger SV,2-0,Borussia Dortmund,2,0,0
1588,22,1969-02-08,TSV 1860 München,2-1,1. FC Köln,2,1,0
1589,22,1969-02-08,1. FC Kaiserslautern,1-1,1. FC Nürnberg,1,1,1
1590,22,1969-02-08,Hertha BSC,1-2,Bayern München,1,2,2
1591,22,1969-02-08,Hannover 96,2-2,Kickers Offenbach,2,2,1
1592,22,1969-02-08,FC Schalke 04,2-1,Werder Bremen,2,1,0
1593,22,1969-02-08,MSV Duisburg,1-1,Eintracht Braunschweig,1,1,1
1594,23,1969-02-22,Bayern München,2-0,Eintracht Frankfurt,2,0,0
1595,23,1969-02-22,1. FC Nürnberg,3-0,TSV 1860 München,3,0,0
1596,23,1969-02-22,VfB Stuttgart,3-2,MSV Duisburg,3,2,0
1597,24,1969-03-01,Eintracht Braunschweig,1-2,VfB Stuttgart,1,2,2
1598,24,1969-03-01,Alemannia Aachen,2-0,Hannover 96,2,0,0
1599,24,1969-03-01,MSV Duisburg,0-0,Bayern München,0,0,1
1600,24,1969-03-01,Eintracht Frankfurt,2-1,Werder Bremen,2,1,0
1601,24,1969-03-01,TSV 1860 München,2-0,Kickers Offenbach,2,0,0
1602,24,1969-03-01,1. FC Kaiserslautern,2-0,Bor. Mönchengladbach,2,0,0
1603,24,1969-03-01,FC Schalke 04,3-1,1. FC Köln,3,1,0
1604,25,1969-03-07,Borussia Dortmund,0-1,Eintracht Frankfurt,0,1,2
1605,25,1969-03-08,Bor. Mönchengladbach,3-0,TSV 1860 München,3,0,0
1606,25,1969-03-08,Bayern München,2-1,Eintracht Braunschweig,2,1,0
1607,25,1969-03-08,VfB Stuttgart,3-1,Alemannia Aachen,3,1,0
1608,25,1969-03-08,Werder Bremen,2-1,MSV Duisburg,2,1,0
1609,25,1969-03-08,Kickers Offenbach,1-1,Hamburger SV,1,1,1
1610,25,1969-03-08,1. FC Köln,1-0,Hertha BSC,1,0,0
1611,25,1969-03-08,1. FC Nürnberg,1-1,FC Schalke 04,1,1,1
1612,23,1969-03-11,Borussia Dortmund,0-1,FC Schalke 04,0,1,2
1613,18,1969-03-12,Hertha BSC,2-0,Eintracht Frankfurt,2,0,0
1614,23,1969-03-12,Kickers Offenbach,4-1,1. FC Kaiserslautern,4,1,0
1615,23,1969-03-12,Bor. Mönchengladbach,3-2,Hannover 96,3,2,0
1616,26,1969-03-15,Alemannia Aachen,1-0,1. FC Kaiserslautern,1,0,0
1617,26,1969-03-15,Hertha BSC,2-0,1. FC Nürnberg,2,0,0
1618,26,1969-03-15,FC Schalke 04,3-0,Kickers Offenbach,3,0,0
1619,26,1969-03-15,VfB Stuttgart,3-0,Bayern München,3,0,0
1620,26,1969-03-15,MSV Duisburg,2-0,Borussia Dortmund,2,0,0
1621,26,1969-03-15,TSV 1860 München,2-1,Hannover 96,2,1,0
1622,26,1969-03-15,Eintracht Frankfurt,1-2,1. FC Köln,1,2,2
1623,27,1969-03-21,Bor. Mönchengladbach,3-0,FC Schalke 04,3,0,0
1624,27,1969-03-22,Werder Bremen,1-0,VfB Stuttgart,1,0,0
1625,27,1969-03-22,Kickers Offenbach,1-0,Hertha BSC,1,0,0
1626,27,1969-03-22,Bayern München,1-1,Alemannia Aachen,1,1,1
1627,27,1969-03-22,Hannover 96,2-2,Hamburger SV,2,2,1
1628,27,1969-03-22,1. FC Köln,1-1,MSV Duisburg,1,1,1
1629,27,1969-03-22,1. FC Kaiserslautern,3-1,TSV 1860 München,3,1,0
1630,27,1969-03-22,Borussia Dortmund,2-1,Eintracht Braunschweig,2,1,0
1631,27,1969-03-22,1. FC Nürnberg,1-0,Eintracht Frankfurt,1,0,0
1632,28,1969-03-29,Eintracht Frankfurt,3-2,Kickers Offenbach,3,2,0
